cohort_month,region,country,advertiser_segment,campaign_objective,cohort_size,retained_day_7,retained_day_30,retained_day_90
2025-03-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,14,9,7,4
2025-03-01,Asia Pacific,Australia,Enterprise,Conversions,32,24,23,14
2025-03-01,Asia Pacific,Australia,Enterprise,Traffic,22,16,7,5
2025-03-01,Asia Pacific,Australia,Enterprise,Lead Generation,27,22,17,11
2025-03-01,Asia Pacific,Australia,Enterprise,App Installs,30,23,15,9
2025-03-01,Asia Pacific,Australia,Enterprise,Catalog Sales,30,22,20,13
2025-03-01,Asia Pacific,Australia,Agency,Conversions,27,19,17,10
2025-03-01,Asia Pacific,Australia,Agency,Traffic,23,18,8,5
2025-03-01,Asia Pacific,Australia,Agency,Lead Generation,23,17,13,8
2025-03-01,Asia Pacific,Australia,Agency,App Installs,22,16,10,6
2025-03-01,Asia Pacific,Australia,Agency,Catalog Sales,22,16,14,9
2025-03-01,Asia Pacific,Indonesia,SMB,Conversions,12,5,5,3
2025-03-01,Asia Pacific,Indonesia,SMB,Traffic,14,6,2,1
2025-03-01,Asia Pacific,Indonesia,SMB,Lead Generation,12,5,4,3
2025-03-01,Asia Pacific,Indonesia,SMB,App Installs,12,6,4,2
2025-03-01,Asia Pacific,Indonesia,SMB,Catalog Sales,17,8,7,4
2025-03-01,Asia Pacific,Indonesia,Mid-Market,Conversions,19,11,10,6
2025-03-01,Asia Pacific,Indonesia,Mid-Market,Traffic,28,15,7,4
2025-03-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,24,13,10,6
2025-03-01,Asia Pacific,Indonesia,Mid-Market,App Installs,23,12,8,5
2025-03-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,25,13,11,7
2025-03-01,Asia Pacific,Indonesia,Enterprise,Conversions,48,32,32,18
2025-03-01,Asia Pacific,Indonesia,Enterprise,Traffic,46,32,16,10
2025-03-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,49,34,29,18
2025-03-01,Asia Pacific,Indonesia,Enterprise,App Installs,30,19,12,8
2025-03-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,48,30,26,16
2025-03-01,Asia Pacific,Indonesia,Agency,Conversions,24,16,15,9
2025-03-01,Asia Pacific,Indonesia,Agency,Traffic,24,16,8,5
2025-03-01,Asia Pacific,Indonesia,Agency,Lead Generation,35,20,16,10
2025-03-01,Asia Pacific,Indonesia,Agency,App Installs,36,22,14,8
2025-03-01,Asia Pacific,Indonesia,Agency,Catalog Sales,29,17,15,10
2025-04-01,North America,United States,SMB,Conversions,18,9,9,5
2025-04-01,North America,United States,SMB,Traffic,22,12,5,3
2025-04-01,North America,United States,SMB,Lead Generation,19,11,9,5
2025-04-01,North America,United States,SMB,App Installs,18,9,5,3
2025-04-01,North America,United States,SMB,Catalog Sales,20,10,9,6
2025-04-01,North America,United States,Mid-Market,Conversions,28,18,18,12
2025-04-01,North America,United States,Mid-Market,Traffic,25,16,7,4
2025-04-01,North America,United States,Mid-Market,Lead Generation,31,19,16,9
2025-04-01,North America,United States,Mid-Market,App Installs,28,18,11,7
2025-04-01,North America,United States,Mid-Market,Catalog Sales,31,20,18,10
2025-04-01,North America,United States,Enterprise,Conversions,48,38,38,24
2025-04-01,North America,United States,Enterprise,Traffic,58,44,19,13
2025-04-01,North America,United States,Enterprise,Lead Generation,54,44,35,21
2025-04-01,North America,United States,Enterprise,App Installs,65,50,33,22
2025-04-01,North America,United States,Enterprise,Catalog Sales,65,52,49,32
2025-04-01,North America,United States,Agency,Conversions,43,34,31,19
2025-04-01,North America,United States,Agency,Traffic,34,26,12,7
2025-04-01,North America,United States,Agency,Lead Generation,49,39,33,22
2025-04-01,North America,United States,Agency,App Installs,42,33,19,11
2025-04-01,North America,United States,Agency,Catalog Sales,40,28,25,15
2025-04-01,North America,Canada,SMB,Conversions,12,6,6,3
2025-04-01,North America,Canada,SMB,Traffic,12,7,3,2
2025-04-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-04-01,North America,Canada,SMB,App Installs,12,6,3,2
2025-04-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-04-01,North America,Canada,Mid-Market,Conversions,14,9,9,5
2025-04-01,North America,Canada,Mid-Market,Traffic,13,8,4,2
2025-04-01,North America,Canada,Mid-Market,Lead Generation,21,14,12,7
2025-04-01,North America,Canada,Mid-Market,App Installs,20,12,7,4
2025-04-01,North America,Canada,Mid-Market,Catalog Sales,17,10,9,5
2025-04-01,North America,Canada,Enterprise,Conversions,30,24,22,13
2025-04-01,North America,Canada,Enterprise,Traffic,36,27,13,8
2025-04-01,North America,Canada,Enterprise,Lead Generation,34,26,21,14
2025-04-01,North America,Canada,Enterprise,App Installs,22,17,10,6
2025-04-01,North America,Canada,Enterprise,Catalog Sales,23,18,17,11
2025-04-01,North America,Canada,Agency,Conversions,25,16,17,10
2025-04-01,North America,Canada,Agency,Traffic,28,20,10,6
2025-04-01,North America,Canada,Agency,Lead Generation,21,15,12,7
2025-04-01,North America,Canada,Agency,App Installs,23,16,11,6
2025-04-01,North America,Canada,Agency,Catalog Sales,18,13,11,7
2025-04-01,Europe,United Kingdom,SMB,Conversions,12,6,5,3
2025-04-01,Europe,United Kingdom,SMB,Traffic,13,7,3,2
2025-04-01,Europe,United Kingdom,SMB,Lead Generation,12,6,4,3
2025-04-01,Europe,United Kingdom,SMB,App Installs,14,7,4,2
2025-04-01,Europe,United Kingdom,SMB,Catalog Sales,15,8,6,4
2025-04-01,Europe,United Kingdom,Mid-Market,Conversions,20,12,11,7
2025-04-01,Europe,United Kingdom,Mid-Market,Traffic,17,12,5,3
2025-04-01,Europe,United Kingdom,Mid-Market,Lead Generation,24,15,13,8
2025-04-01,Europe,United Kingdom,Mid-Market,App Installs,26,17,10,7
2025-04-01,Europe,United Kingdom,Mid-Market,Catalog Sales,20,12,11,7
2025-04-01,Europe,United Kingdom,Enterprise,Conversions,30,25,23,15
2025-04-01,Europe,United Kingdom,Enterprise,Traffic,38,30,13,7
2025-04-01,Europe,United Kingdom,Enterprise,Lead Generation,33,24,20,12
2025-04-01,Europe,United Kingdom,Enterprise,App Installs,36,28,17,11
2025-04-01,Europe,United Kingdom,Enterprise,Catalog Sales,33,26,22,13
2025-04-01,Europe,United Kingdom,Agency,Conversions,24,16,15,9
2025-04-01,Europe,United Kingdom,Agency,Traffic,23,18,9,5
2025-04-01,Europe,United Kingdom,Agency,Lead Generation,30,20,17,10
2025-04-01,Europe,United Kingdom,Agency,App Installs,24,17,10,6
2025-04-01,Europe,United Kingdom,Agency,Catalog Sales,28,21,17,12
2025-04-01,Europe,Germany,SMB,Conversions,14,6,7,4
2025-04-01,Europe,Germany,SMB,Traffic,12,6,2,1
2025-04-01,Europe,Germany,SMB,Lead Generation,15,8,7,4
2025-04-01,Europe,Germany,SMB,App Installs,14,7,4,2
2025-04-01,Europe,Germany,SMB,Catalog Sales,15,7,6,4
2025-04-01,Europe,Germany,Mid-Market,Conversions,24,15,15,9
2025-04-01,Europe,Germany,Mid-Market,Traffic,17,11,5,3
2025-04-01,Europe,Germany,Mid-Market,Lead Generation,17,11,9,6
2025-04-01,Europe,Germany,Mid-Market,App Installs,24,15,9,6
2025-04-01,Europe,Germany,Mid-Market,Catalog Sales,17,10,10,6
2025-04-01,Europe,Germany,Enterprise,Conversions,28,23,21,13
2025-04-01,Europe,Germany,Enterprise,Traffic,37,30,14,9
2025-04-01,Europe,Germany,Enterprise,Lead Generation,32,23,18,12
2025-04-01,Europe,Germany,Enterprise,App Installs,38,29,17,11
2025-04-01,Europe,Germany,Enterprise,Catalog Sales,34,25,22,15
2025-04-01,Europe,Germany,Agency,Conversions,28,21,21,13
2025-04-01,Europe,Germany,Agency,Traffic,20,14,7,4
2025-04-01,Europe,Germany,Agency,Lead Generation,29,21,17,11
2025-04-01,Europe,Germany,Agency,App Installs,21,15,9,6
2025-04-01,Europe,Germany,Agency,Catalog Sales,23,17,14,9
2025-04-01,Europe,France,SMB,Conversions,12,5,5,3
2025-04-01,Europe,France,SMB,Traffic,12,6,2,1
2025-04-01,Europe,France,SMB,Lead Generation,12,6,5,3
2025-04-01,Europe,France,SMB,App Installs,12,6,4,2
2025-04-01,Europe,France,SMB,Catalog Sales,12,6,5,3
2025-04-01,Europe,France,Mid-Market,Conversions,15,8,8,5
2025-04-01,Europe,France,Mid-Market,Traffic,17,10,4,3
2025-04-01,Europe,France,Mid-Market,Lead Generation,20,12,11,7
2025-04-01,Europe,France,Mid-Market,App Installs,16,9,6,3
2025-04-01,Europe,France,Mid-Market,Catalog Sales,16,10,9,5
2025-04-01,Europe,France,Enterprise,Conversions,31,23,23,14
2025-04-01,Europe,France,Enterprise,Traffic,23,16,8,5
2025-04-01,Europe,France,Enterprise,Lead Generation,23,16,14,8
2025-04-01,Europe,France,Enterprise,App Installs,25,18,11,7
2025-04-01,Europe,France,Enterprise,Catalog Sales,27,18,16,11
2025-04-01,Europe,France,Agency,Conversions,23,16,16,9
2025-04-01,Europe,France,Agency,Traffic,29,20,9,5
2025-04-01,Europe,France,Agency,Lead Generation,26,18,15,9
2025-04-01,Europe,France,Agency,App Installs,27,17,10,6
2025-04-01,Europe,France,Agency,Catalog Sales,21,14,12,7
2025-04-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,6,4
2025-04-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,1
2025-04-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,4,3
2025-04-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,7,4,3
2025-04-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,5,3
2025-04-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,12,7,7,4
2025-04-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,13,7,3,2
2025-04-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,18,11,9,5
2025-04-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,18,12,7,5
2025-04-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,16,9,9,6
2025-04-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,29,22,22,14
2025-04-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,26,20,9,5
2025-04-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,24,19,15,9
2025-04-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,24,18,11,7
2025-04-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,22,18,15,9
2025-04-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,17,13,11,7
2025-04-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,23,18,9,5
2025-04-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,18,12,10,6
2025-04-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,19,15,9,5
2025-04-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,18,13,11,7
2025-04-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,6,5,3
2025-04-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,13,6,3,1
2025-04-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,13,6,5,3
2025-04-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,6,4,2
2025-04-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,6,6,3
2025-04-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,14,8,8,4
2025-04-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,14,8,4,2
2025-04-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,17,10,8,5
2025-04-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,15,8,5,3
2025-04-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,19,10,9,6
2025-04-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,27,19,18,10
2025-04-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,29,21,10,6
2025-04-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,27,20,18,11
2025-04-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,26,18,12,7
2025-04-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,26,19,17,10
2025-04-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,21,13,13,7
2025-04-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,21,13,6,3
2025-04-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,22,14,12,7
2025-04-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,19,13,8,5
2025-04-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,25,17,14,9
2025-04-01,Middle East & Africa,South Africa,SMB,Conversions,12,6,5,3
2025-04-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-04-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,3
2025-04-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-04-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,5,3
2025-04-01,Middle East & Africa,South Africa,Mid-Market,Conversions,16,9,8,4
2025-04-01,Middle East & Africa,South Africa,Mid-Market,Traffic,14,7,3,2
2025-04-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,12,6,5,3
2025-04-01,Middle East & Africa,South Africa,Mid-Market,App Installs,14,7,4,2
2025-04-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,12,6,5,3
2025-04-01,Middle East & Africa,South Africa,Enterprise,Conversions,26,16,15,9
2025-04-01,Middle East & Africa,South Africa,Enterprise,Traffic,28,18,8,5
2025-04-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,20,12,11,7
2025-04-01,Middle East & Africa,South Africa,Enterprise,App Installs,21,14,9,6
2025-04-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,27,16,15,9
2025-04-01,Middle East & Africa,South Africa,Agency,Conversions,22,13,11,7
2025-04-01,Middle East & Africa,South Africa,Agency,Traffic,22,14,6,4
2025-04-01,Middle East & Africa,South Africa,Agency,Lead Generation,17,11,9,6
2025-04-01,Middle East & Africa,South Africa,Agency,App Installs,19,12,8,4
2025-04-01,Middle East & Africa,South Africa,Agency,Catalog Sales,16,9,8,5
2025-04-01,Asia Pacific,Japan,SMB,Conversions,13,7,6,4
2025-04-01,Asia Pacific,Japan,SMB,Traffic,12,6,2,1
2025-04-01,Asia Pacific,Japan,SMB,Lead Generation,15,7,6,3
2025-04-01,Asia Pacific,Japan,SMB,App Installs,12,6,3,2
2025-04-01,Asia Pacific,Japan,SMB,Catalog Sales,14,7,7,4
2025-04-01,Asia Pacific,Japan,Mid-Market,Conversions,18,12,11,7
2025-04-01,Asia Pacific,Japan,Mid-Market,Traffic,22,14,6,4
2025-04-01,Asia Pacific,Japan,Mid-Market,Lead Generation,16,10,8,4
2025-04-01,Asia Pacific,Japan,Mid-Market,App Installs,19,12,8,4
2025-04-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,25,15,12,8
2025-04-01,Asia Pacific,Japan,Enterprise,Conversions,27,22,22,14
2025-04-01,Asia Pacific,Japan,Enterprise,Traffic,35,28,13,8
2025-04-01,Asia Pacific,Japan,Enterprise,Lead Generation,37,28,22,13
2025-04-01,Asia Pacific,Japan,Enterprise,App Installs,31,23,15,10
2025-04-01,Asia Pacific,Japan,Enterprise,Catalog Sales,27,22,20,12
2025-04-01,Asia Pacific,Japan,Agency,Conversions,32,23,21,14
2025-04-01,Asia Pacific,Japan,Agency,Traffic,23,15,7,4
2025-04-01,Asia Pacific,Japan,Agency,Lead Generation,29,20,17,10
2025-04-01,Asia Pacific,Japan,Agency,App Installs,21,16,10,6
2025-04-01,Asia Pacific,Japan,Agency,Catalog Sales,27,18,15,9
2025-04-01,Asia Pacific,South Korea,SMB,Conversions,13,6,6,4
2025-04-01,Asia Pacific,South Korea,SMB,Traffic,13,7,3,2
2025-04-01,Asia Pacific,South Korea,SMB,Lead Generation,12,6,5,3
2025-04-01,Asia Pacific,South Korea,SMB,App Installs,12,6,4,2
2025-04-01,Asia Pacific,South Korea,SMB,Catalog Sales,13,7,6,3
2025-04-01,Asia Pacific,South Korea,Mid-Market,Conversions,16,9,9,5
2025-04-01,Asia Pacific,South Korea,Mid-Market,Traffic,21,13,6,4
2025-04-01,Asia Pacific,South Korea,Mid-Market,Lead Generation,14,9,7,5
2025-04-01,Asia Pacific,South Korea,Mid-Market,App Installs,18,12,7,4
2025-04-01,Asia Pacific,South Korea,Mid-Market,Catalog Sales,19,11,10,6
2025-04-01,Asia Pacific,South Korea,Enterprise,Conversions,25,19,18,12
2025-04-01,Asia Pacific,South Korea,Enterprise,Traffic,28,21,10,6
2025-04-01,Asia Pacific,South Korea,Enterprise,Lead Generation,31,23,20,13
2025-04-01,Asia Pacific,South Korea,Enterprise,App Installs,32,25,15,9
2025-04-01,Asia Pacific,South Korea,Enterprise,Catalog Sales,37,26,23,14
2025-04-01,Asia Pacific,South Korea,Agency,Conversions,20,13,12,7
2025-04-01,Asia Pacific,South Korea,Agency,Traffic,30,19,9,6
2025-04-01,Asia Pacific,South Korea,Agency,Lead Generation,25,18,15,9
2025-04-01,Asia Pacific,South Korea,Agency,App Installs,23,16,10,7
2025-04-01,Asia Pacific,South Korea,Agency,Catalog Sales,20,13,12,7
2025-04-01,Asia Pacific,Australia,SMB,Conversions,12,6,6,4
2025-04-01,Asia Pacific,Australia,SMB,Traffic,12,6,2,1
2025-04-01,Asia Pacific,Australia,SMB,Lead Generation,12,6,5,3
2025-04-01,Asia Pacific,Australia,SMB,App Installs,12,6,3,2
2025-04-01,Asia Pacific,Australia,SMB,Catalog Sales,12,6,5,3
2025-04-01,Asia Pacific,Australia,Mid-Market,Conversions,18,12,12,7
2025-04-01,Asia Pacific,Australia,Mid-Market,Traffic,14,9,4,2
2025-04-01,Asia Pacific,Australia,Mid-Market,Lead Generation,18,12,10,6
2025-04-01,Asia Pacific,Australia,Mid-Market,App Installs,20,13,8,5
2025-04-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,19,12,10,6
2025-04-01,Asia Pacific,Australia,Enterprise,Conversions,31,23,23,15
2025-04-01,Asia Pacific,Australia,Enterprise,Traffic,24,18,9,5
2025-04-01,Asia Pacific,Australia,Enterprise,Lead Generation,23,16,13,8
2025-04-01,Asia Pacific,Australia,Enterprise,App Installs,31,22,13,8
2025-04-01,Asia Pacific,Australia,Enterprise,Catalog Sales,27,20,19,11
2025-04-01,Asia Pacific,Australia,Agency,Conversions,21,16,14,9
2025-04-01,Asia Pacific,Australia,Agency,Traffic,18,13,6,4
2025-04-01,Asia Pacific,Australia,Agency,Lead Generation,26,20,15,9
2025-04-01,Asia Pacific,Australia,Agency,App Installs,19,14,9,5
2025-04-01,Asia Pacific,Australia,Agency,Catalog Sales,17,11,9,5
2025-04-01,Asia Pacific,Indonesia,SMB,Conversions,15,7,6,4
2025-04-01,Asia Pacific,Indonesia,SMB,Traffic,15,7,3,2
2025-04-01,Asia Pacific,Indonesia,SMB,Lead Generation,15,7,5,3
2025-04-01,Asia Pacific,Indonesia,SMB,App Installs,17,8,4,3
2025-04-01,Asia Pacific,Indonesia,SMB,Catalog Sales,13,6,5,3
2025-04-01,Asia Pacific,Indonesia,Mid-Market,Conversions,22,13,12,7
2025-04-01,Asia Pacific,Indonesia,Mid-Market,Traffic,25,15,7,4
2025-04-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,26,15,12,8
2025-04-01,Asia Pacific,Indonesia,Mid-Market,App Installs,25,15,10,6
2025-04-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,17,10,9,6
2025-04-01,Asia Pacific,Indonesia,Enterprise,Conversions,30,21,18,11
2025-04-01,Asia Pacific,Indonesia,Enterprise,Traffic,33,23,11,7
2025-04-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,41,29,23,15
2025-04-01,Asia Pacific,Indonesia,Enterprise,App Installs,41,28,18,10
2025-04-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,31,22,21,14
2025-04-01,Asia Pacific,Indonesia,Agency,Conversions,28,18,17,11
2025-04-01,Asia Pacific,Indonesia,Agency,Traffic,37,25,11,7
2025-04-01,Asia Pacific,Indonesia,Agency,Lead Generation,29,17,14,9
2025-04-01,Asia Pacific,Indonesia,Agency,App Installs,29,17,11,7
2025-04-01,Asia Pacific,Indonesia,Agency,Catalog Sales,33,22,18,12
2025-05-01,North America,United States,SMB,Conversions,20,11,10,7
2025-05-01,North America,United States,SMB,Traffic,21,12,5,3
2025-05-01,North America,United States,SMB,Lead Generation,17,10,8,4
2025-05-01,North America,United States,SMB,App Installs,20,11,6,4
2025-05-01,North America,United States,SMB,Catalog Sales,23,13,11,7
2025-05-01,North America,United States,Mid-Market,Conversions,27,18,16,9
2025-05-01,North America,United States,Mid-Market,Traffic,26,16,8,5
2025-05-01,North America,United States,Mid-Market,Lead Generation,38,25,22,13
2025-05-01,North America,United States,Mid-Market,App Installs,35,22,15,9
2025-05-01,North America,United States,Mid-Market,Catalog Sales,40,25,22,14
2025-05-01,North America,United States,Enterprise,Conversions,48,42,39,23
2025-05-01,North America,United States,Enterprise,Traffic,47,36,16,10
2025-05-01,North America,United States,Enterprise,Lead Generation,68,53,47,29
2025-05-01,North America,United States,Enterprise,App Installs,48,39,25,15
2025-05-01,North America,United States,Enterprise,Catalog Sales,64,52,45,26
2025-05-01,North America,United States,Agency,Conversions,53,42,40,27
2025-05-01,North America,United States,Agency,Traffic,35,24,11,6
2025-05-01,North America,United States,Agency,Lead Generation,43,32,27,18
2025-05-01,North America,United States,Agency,App Installs,34,24,15,9
2025-05-01,North America,United States,Agency,Catalog Sales,49,39,32,19
2025-05-01,North America,Canada,SMB,Conversions,13,7,6,4
2025-05-01,North America,Canada,SMB,Traffic,12,7,3,2
2025-05-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-05-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-05-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-05-01,North America,Canada,Mid-Market,Conversions,17,10,10,6
2025-05-01,North America,Canada,Mid-Market,Traffic,13,8,4,2
2025-05-01,North America,Canada,Mid-Market,Lead Generation,17,10,9,5
2025-05-01,North America,Canada,Mid-Market,App Installs,17,10,6,4
2025-05-01,North America,Canada,Mid-Market,Catalog Sales,16,11,10,6
2025-05-01,North America,Canada,Enterprise,Conversions,32,24,22,13
2025-05-01,North America,Canada,Enterprise,Traffic,26,20,9,5
2025-05-01,North America,Canada,Enterprise,Lead Generation,28,20,17,11
2025-05-01,North America,Canada,Enterprise,App Installs,23,18,12,8
2025-05-01,North America,Canada,Enterprise,Catalog Sales,33,27,23,15
2025-05-01,North America,Canada,Agency,Conversions,22,15,14,8
2025-05-01,North America,Canada,Agency,Traffic,28,21,10,6
2025-05-01,North America,Canada,Agency,Lead Generation,19,13,10,6
2025-05-01,North America,Canada,Agency,App Installs,23,15,9,5
2025-05-01,North America,Canada,Agency,Catalog Sales,22,15,14,9
2025-05-01,Europe,United Kingdom,SMB,Conversions,14,8,8,5
2025-05-01,Europe,United Kingdom,SMB,Traffic,12,6,3,1
2025-05-01,Europe,United Kingdom,SMB,Lead Generation,16,8,7,4
2025-05-01,Europe,United Kingdom,SMB,App Installs,15,8,5,3
2025-05-01,Europe,United Kingdom,SMB,Catalog Sales,12,6,5,3
2025-05-01,Europe,United Kingdom,Mid-Market,Conversions,24,17,17,10
2025-05-01,Europe,United Kingdom,Mid-Market,Traffic,26,17,8,4
2025-05-01,Europe,United Kingdom,Mid-Market,Lead Generation,20,12,10,5
2025-05-01,Europe,United Kingdom,Mid-Market,App Installs,24,14,9,5
2025-05-01,Europe,United Kingdom,Mid-Market,Catalog Sales,21,13,12,8
2025-05-01,Europe,United Kingdom,Enterprise,Conversions,39,30,28,18
2025-05-01,Europe,United Kingdom,Enterprise,Traffic,45,36,16,9
2025-05-01,Europe,United Kingdom,Enterprise,Lead Generation,36,29,26,17
2025-05-01,Europe,United Kingdom,Enterprise,App Installs,46,39,23,15
2025-05-01,Europe,United Kingdom,Enterprise,Catalog Sales,38,32,28,18
2025-05-01,Europe,United Kingdom,Agency,Conversions,36,25,24,16
2025-05-01,Europe,United Kingdom,Agency,Traffic,32,22,10,7
2025-05-01,Europe,United Kingdom,Agency,Lead Generation,23,18,14,9
2025-05-01,Europe,United Kingdom,Agency,App Installs,27,18,12,7
2025-05-01,Europe,United Kingdom,Agency,Catalog Sales,30,23,19,11
2025-05-01,Europe,Germany,SMB,Conversions,12,6,6,4
2025-05-01,Europe,Germany,SMB,Traffic,15,7,3,2
2025-05-01,Europe,Germany,SMB,Lead Generation,12,6,5,3
2025-05-01,Europe,Germany,SMB,App Installs,15,7,5,3
2025-05-01,Europe,Germany,SMB,Catalog Sales,12,6,5,3
2025-05-01,Europe,Germany,Mid-Market,Conversions,22,13,14,8
2025-05-01,Europe,Germany,Mid-Market,Traffic,15,9,4,3
2025-05-01,Europe,Germany,Mid-Market,Lead Generation,22,15,12,7
2025-05-01,Europe,Germany,Mid-Market,App Installs,23,15,9,5
2025-05-01,Europe,Germany,Mid-Market,Catalog Sales,17,10,9,5
2025-05-01,Europe,Germany,Enterprise,Conversions,42,30,26,17
2025-05-01,Europe,Germany,Enterprise,Traffic,26,20,10,6
2025-05-01,Europe,Germany,Enterprise,Lead Generation,40,32,26,17
2025-05-01,Europe,Germany,Enterprise,App Installs,39,30,20,12
2025-05-01,Europe,Germany,Enterprise,Catalog Sales,38,28,24,16
2025-05-01,Europe,Germany,Agency,Conversions,29,20,19,11
2025-05-01,Europe,Germany,Agency,Traffic,23,15,6,4
2025-05-01,Europe,Germany,Agency,Lead Generation,33,25,21,12
2025-05-01,Europe,Germany,Agency,App Installs,31,22,15,10
2025-05-01,Europe,Germany,Agency,Catalog Sales,29,21,19,11
2025-05-01,Europe,France,SMB,Conversions,12,6,5,3
2025-05-01,Europe,France,SMB,Traffic,13,6,3,2
2025-05-01,Europe,France,SMB,Lead Generation,12,6,5,3
2025-05-01,Europe,France,SMB,App Installs,12,6,3,2
2025-05-01,Europe,France,SMB,Catalog Sales,12,5,5,3
2025-05-01,Europe,France,Mid-Market,Conversions,13,8,8,5
2025-05-01,Europe,France,Mid-Market,Traffic,18,10,4,2
2025-05-01,Europe,France,Mid-Market,Lead Generation,20,12,10,6
2025-05-01,Europe,France,Mid-Market,App Installs,20,12,7,5
2025-05-01,Europe,France,Mid-Market,Catalog Sales,14,8,7,5
2025-05-01,Europe,France,Enterprise,Conversions,24,16,15,9
2025-05-01,Europe,France,Enterprise,Traffic,28,20,10,6
2025-05-01,Europe,France,Enterprise,Lead Generation,28,21,17,10
2025-05-01,Europe,France,Enterprise,App Installs,32,24,15,9
2025-05-01,Europe,France,Enterprise,Catalog Sales,28,19,17,10
2025-05-01,Europe,France,Agency,Conversions,28,19,18,11
2025-05-01,Europe,France,Agency,Traffic,19,13,6,3
2025-05-01,Europe,France,Agency,Lead Generation,26,16,14,8
2025-05-01,Europe,France,Agency,App Installs,21,13,9,5
2025-05-01,Europe,France,Agency,Catalog Sales,21,15,14,9
2025-05-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,6,4
2025-05-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,1
2025-05-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,5,3
2025-05-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,3,2
2025-05-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,5,3
