week_start,region,country,advertiser_segment,campaign_objective,ad_product,spend,impressions,clicks,conversions,revenue,ctr,cvr,cpc,cpm,cpa,roas,d30_retention,advertiser_cohort,retained_advertisers_d30
2025-02-03,Europe,France,Enterprise,Traffic,Spark Ads,396.09,56277,863,38,1852.87,0.01533,0.04403,0.46,7.04,10.42,4.678,1.0,1,1
2025-02-03,Europe,France,Mid-Market,Catalog Sales,Catalog Ads,276.4,25422,376,29,1694.57,0.01479,0.07713,0.74,10.87,9.53,6.131,1.0,1,1
2025-02-03,Europe,France,Mid-Market,Catalog Sales,Spark Ads,375.14,33149,573,49,2677.35,0.01729,0.08551,0.65,11.32,7.66,7.137,1.0,1,1
2025-02-03,Europe,France,Mid-Market,Conversions,Spark Ads,419.55,37291,581,37,2296.2,0.01558,0.06368,0.72,11.25,11.34,5.473,0.0,1,0
2025-02-03,Europe,France,SMB,Conversions,Smart Performance Campaign,421.0,37961,454,29,1195.32,0.01196,0.06388,0.93,11.09,14.52,2.839,0.5,2,1
2025-02-03,Europe,France,SMB,Traffic,Smart Performance Campaign,169.4,19048,246,10,275.6,0.01291,0.04065,0.69,8.89,16.94,1.627,0.0,1,0
2025-02-03,Europe,Germany,Enterprise,Traffic,Spark Ads,459.46,61895,1092,50,2683.09,0.01764,0.04579,0.42,7.42,9.19,5.84,1.0,1,1
2025-02-03,Europe,Germany,Mid-Market,App Installs,App Promotion,488.15,48582,601,25,1229.27,0.01237,0.0416,0.81,10.05,19.53,2.518,0.0,1,0
2025-02-03,Europe,Germany,Mid-Market,Lead Generation,Smart Performance Campaign,302.91,30822,391,29,1412.1,0.01269,0.07417,0.77,9.83,10.45,4.662,0.0,1,0
2025-02-03,Europe,Germany,SMB,App Installs,App Promotion,219.38,24875,339,16,562.83,0.01363,0.0472,0.65,8.82,13.71,2.566,1.0,1,1
2025-02-03,Europe,Germany,SMB,Lead Generation,Lead Gen Forms,245.65,31221,420,27,1106.87,0.01345,0.06429,0.58,7.87,9.1,4.506,0.0,1,0
2025-02-03,Europe,United Kingdom,Agency,Conversions,Spark Ads,1283.65,110986,1881,207,16728.82,0.01695,0.11005,0.68,11.57,6.2,13.032,1.0,2,2
2025-02-03,Europe,United Kingdom,Agency,Lead Generation,Lead Gen Forms,756.82,102098,1639,171,10007.01,0.01605,0.10433,0.46,7.41,4.43,13.222,0.0,2,0
2025-02-03,Europe,United Kingdom,Agency,Traffic,Spark Ads,359.7,55126,950,42,2017.25,0.01723,0.04421,0.38,6.53,8.56,5.608,0.0,1,0
2025-02-03,Europe,United Kingdom,Enterprise,App Installs,App Promotion,710.18,83838,1020,59,3449.36,0.01217,0.05784,0.7,8.47,12.04,4.857,0.0,1,0
2025-02-03,Europe,United Kingdom,Enterprise,App Installs,Spark Ads,626.47,61181,885,74,4445.68,0.01447,0.08362,0.71,10.24,8.47,7.096,1.0,1,1
2025-02-03,Europe,United Kingdom,Mid-Market,App Installs,Spark Ads,466.14,52132,695,38,1915.89,0.01333,0.05468,0.67,8.94,12.27,4.11,1.0,1,1
2025-02-03,Europe,United Kingdom,SMB,Lead Generation,Smart Performance Campaign,239.62,23669,343,20,845.28,0.01449,0.05831,0.7,10.12,11.98,3.528,0.0,1,0
2025-02-03,Europe,United Kingdom,SMB,Traffic,Spark Ads,165.56,19628,356,12,351.5,0.01814,0.03371,0.47,8.43,13.8,2.123,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,Agency,App Installs,Smart Performance Campaign,500.84,50583,758,65,3778.52,0.01499,0.08575,0.66,9.9,7.71,7.544,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,Agency,App Installs,Spark Ads,328.34,36318,463,25,1120.42,0.01275,0.054,0.71,9.04,13.13,3.412,0.0,1,0
2025-02-03,Middle East & Africa,Saudi Arabia,Agency,Traffic,App Promotion,363.02,48619,891,33,1447.44,0.01833,0.03704,0.41,7.47,11.0,3.987,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,Smart Performance Campaign,667.11,58117,708,84,5938.31,0.01218,0.11864,0.94,11.48,7.94,8.902,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,Spark Ads,374.31,49420,777,67,4483.11,0.01572,0.08623,0.48,7.57,5.59,11.977,0.0,1,0
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,App Promotion,518.03,62578,677,35,1591.78,0.01082,0.0517,0.77,8.28,14.8,3.073,0.5,2,1
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,Spark Ads,295.8,30203,485,34,2215.12,0.01606,0.0701,0.61,9.79,8.7,7.489,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,Catalog Ads,260.23,25869,281,30,2214.45,0.01086,0.10676,0.93,10.06,8.67,8.51,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,Smart Performance Campaign,441.54,33022,466,50,3041.06,0.01411,0.1073,0.95,13.37,8.83,6.887,0.0,1,0
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,Spark Ads,328.2,32079,361,28,2126.36,0.01125,0.07756,0.91,10.23,11.72,6.479,0.0,1,0
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,Smart Performance Campaign,323.82,36189,486,46,2268.15,0.01343,0.09465,0.67,8.95,7.04,7.004,0.0,1,0
2025-02-03,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,Spark Ads,324.24,39512,844,32,1038.0,0.02136,0.03791,0.38,8.21,10.13,3.201,0.0,1,0
2025-02-03,Middle East & Africa,Saudi Arabia,SMB,Conversions,Spark Ads,270.96,23997,262,18,746.75,0.01092,0.0687,1.03,11.29,15.05,2.756,1.0,1,1
2025-02-03,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,Spark Ads,314.58,40576,604,28,982.09,0.01489,0.04636,0.52,7.75,11.23,3.122,0.5,2,1
2025-02-03,Middle East & Africa,Saudi Arabia,SMB,Traffic,Smart Performance Campaign,145.08,17068,269,9,247.43,0.01576,0.03346,0.54,8.5,16.12,1.705,0.0,1,0
2025-02-03,Middle East & Africa,South Africa,Agency,App Installs,Smart Performance Campaign,395.61,44866,479,31,1191.01,0.01068,0.06472,0.83,8.82,12.76,3.011,0.0,1,0
2025-02-03,Middle East & Africa,South Africa,Agency,Conversions,Spark Ads,451.56,42317,560,38,2027.55,0.01323,0.06786,0.81,10.67,11.88,4.49,1.0,1,1
2025-02-03,Middle East & Africa,South Africa,Agency,Traffic,Smart Performance Campaign,416.26,44728,610,26,825.74,0.01364,0.04262,0.68,9.31,16.01,1.984,1.0,1,1
2025-02-03,Middle East & Africa,South Africa,Mid-Market,App Installs,App Promotion,200.49,24804,257,12,432.78,0.01036,0.04669,0.78,8.08,16.71,2.159,0.0,1,0
2025-02-03,Middle East & Africa,South Africa,Mid-Market,App Installs,Smart Performance Campaign,223.59,25411,308,16,517.38,0.01212,0.05195,0.73,8.8,13.97,2.314,0.0,1,0
2025-02-03,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,Spark Ads,218.18,23959,308,17,907.69,0.01286,0.05519,0.71,9.11,12.83,4.16,0.0,1,0
2025-02-03,Middle East & Africa,South Africa,Mid-Market,Conversions,Catalog Ads,283.49,22704,228,22,919.9,0.01004,0.09649,1.24,12.49,12.89,3.245,1.0,1,1
2025-02-03,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,Catalog Ads,624.25,60993,1031,113,11011.81,0.0169,0.1096,0.61,10.23,5.52,17.64,0.0,1,0
2025-02-03,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,App Promotion,426.47,58461,824,46,2153.99,0.01409,0.05583,0.52,7.29,9.27,5.051,1.0,1,1
2025-02-03,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,Spark Ads,335.32,49177,823,46,2163.81,0.01674,0.05589,0.41,6.82,7.29,6.453,0.0,1,0
2025-02-03,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,Smart Performance Campaign,429.78,36121,485,41,2807.1,0.01343,0.08454,0.89,11.9,10.48,6.531,0.0,1,0
2025-02-03,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,Spark Ads,345.81,34274,664,60,4318.31,0.01937,0.09036,0.52,10.09,5.76,12.488,0.0,1,0
2025-02-03,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,Catalog Ads,246.55,23838,349,38,2378.84,0.01464,0.10888,0.71,10.34,6.49,9.649,0.0,1,0
2025-02-03,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,Smart Performance Campaign,295.47,22506,297,35,2731.57,0.0132,0.11785,0.99,13.13,8.44,9.245,0.0,1,0
2025-02-03,Middle East & Africa,United Arab Emirates,SMB,Conversions,Catalog Ads,259.83,20249,293,22,1289.11,0.01447,0.07509,0.89,12.83,11.81,4.961,1.0,1,1
2025-02-03,Middle East & Africa,United Arab Emirates,SMB,Conversions,Smart Performance Campaign,221.18,18572,264,21,978.92,0.01421,0.07955,0.84,11.91,10.53,4.426,1.0,1,1
2025-02-03,North America,Canada,Mid-Market,Lead Generation,Lead Gen Forms,179.66,25404,385,39,1806.51,0.01516,0.1013,0.47,7.07,4.61,10.055,1.0,1,1
2025-02-03,North America,Canada,SMB,Conversions,Catalog Ads,264.7,25544,314,23,1085.77,0.01229,0.07325,0.84,10.36,11.51,4.102,1.0,1,1
2025-02-03,North America,Canada,SMB,Conversions,Smart Performance Campaign,218.57,16814,222,15,585.69,0.0132,0.06757,0.98,13.0,14.57,2.68,0.0,1,0
2025-02-03,North America,United States,Agency,App Installs,App Promotion,686.52,70743,940,58,3244.72,0.01329,0.0617,0.73,9.7,11.84,4.726,0.0,1,0
2025-02-03,North America,United States,Agency,App Installs,Smart Performance Campaign,985.88,95328,1604,142,7092.78,0.01683,0.08853,0.61,10.34,6.94,7.194,1.0,1,1
2025-02-03,North America,United States,Agency,App Installs,Spark Ads,609.21,66224,1046,62,2697.15,0.01579,0.05927,0.58,9.2,9.83,4.427,0.0,1,0
2025-02-03,North America,United States,Agency,Catalog Sales,Catalog Ads,1015.43,88247,1561,146,11349.56,0.01769,0.09353,0.65,11.51,6.96,11.177,1.0,1,1
2025-02-03,North America,United States,Agency,Catalog Sales,Smart Performance Campaign,1037.57,95920,1595,188,11964.48,0.01663,0.11787,0.65,10.82,5.52,11.531,0.0,1,0
2025-02-03,North America,United States,Agency,Catalog Sales,Spark Ads,1543.32,163720,3144,287,18853.41,0.0192,0.09128,0.49,9.43,5.38,12.216,1.0,2,2
2025-02-03,North America,United States,Agency,Traffic,Smart Performance Campaign,627.64,79346,1774,102,4942.4,0.02236,0.0575,0.35,7.91,6.15,7.875,1.0,1,1
2025-02-03,North America,United States,Enterprise,Catalog Sales,Catalog Ads,1293.43,115339,1897,231,17519.77,0.01645,0.12177,0.68,11.21,5.6,13.545,1.0,1,1
2025-02-03,North America,United States,Enterprise,Catalog Sales,Spark Ads,1098.24,125458,2171,232,22902.35,0.0173,0.10686,0.51,8.75,4.73,20.854,1.0,1,1
2025-02-03,North America,United States,Enterprise,Conversions,Catalog Ads,1125.85,93133,1119,155,11412.24,0.01202,0.13852,1.01,12.09,7.26,10.137,1.0,1,1
2025-02-03,North America,United States,Enterprise,Traffic,App Promotion,716.31,84501,1554,82,3436.92,0.01839,0.05277,0.46,8.48,8.74,4.798,0.0,1,0
2025-02-03,North America,United States,Mid-Market,App Installs,App Promotion,421.47,48878,706,37,2011.92,0.01444,0.05241,0.6,8.62,11.39,4.774,0.0,1,0
2025-02-03,North America,United States,Mid-Market,Catalog Sales,Smart Performance Campaign,674.25,73462,1128,105,6433.75,0.01535,0.09309,0.6,9.18,6.42,9.542,0.0,1,0
2025-02-03,North America,United States,Mid-Market,Lead Generation,Lead Gen Forms,456.72,57776,954,87,4141.88,0.01651,0.09119,0.48,7.91,5.25,9.069,0.0,1,0
2025-02-03,North America,United States,Mid-Market,Lead Generation,Smart Performance Campaign,2393.41,234912,3864,361,18024.59,0.01645,0.09343,0.62,10.19,6.63,7.531,0.75,4,3
2025-02-03,North America,United States,Mid-Market,Traffic,Smart Performance Campaign,541.18,70538,1345,58,2188.82,0.01907,0.04312,0.4,7.67,9.33,4.045,0.0,1,0
2025-02-03,North America,United States,SMB,App Installs,Spark Ads,683.87,73018,1092,53,1994.79,0.01496,0.04853,0.63,9.37,12.9,2.917,0.0,2,0
2025-02-03,North America,United States,SMB,Catalog Sales,Catalog Ads,369.47,40158,563,36,2213.15,0.01402,0.06394,0.66,9.2,10.26,5.99,0.0,1,0
2025-02-03,North America,United States,SMB,Catalog Sales,Spark Ads,352.24,30778,561,44,2330.07,0.01823,0.07843,0.63,11.44,8.01,6.615,0.0,1,0
2025-02-03,North America,United States,SMB,Lead Generation,Spark Ads,410.44,45630,691,39,1492.42,0.01514,0.05644,0.59,8.99,10.52,3.636,0.0,1,0
2025-02-03,North America,United States,SMB,Traffic,App Promotion,274.25,43771,871,31,1144.94,0.0199,0.03559,0.31,6.27,8.85,4.175,0.0,1,0
2025-02-03,North America,United States,SMB,Traffic,Smart Performance Campaign,316.09,42334,635,26,667.95,0.015,0.04094,0.5,7.47,12.16,2.113,1.0,1,1
2025-02-10,Asia Pacific,Australia,Enterprise,Conversions,Smart Performance Campaign,947.95,71588,798,106,8480.94,0.01115,0.13283,1.19,13.24,8.94,8.947,1.0,1,1
2025-02-10,Asia Pacific,Australia,Mid-Market,App Installs,Spark Ads,286.8,26263,443,22,1085.82,0.01687,0.04966,0.65,10.92,13.04,3.786,0.0,1,0
2025-02-10,Asia Pacific,Australia,Mid-Market,Catalog Sales,Catalog Ads,213.28,23622,428,40,2667.98,0.01812,0.09346,0.5,9.03,5.33,12.509,0.0,1,0
2025-02-10,Asia Pacific,Australia,Mid-Market,Conversions,Smart Performance Campaign,552.68,42122,456,38,2276.65,0.01083,0.08333,1.21,13.12,14.54,4.119,0.0,1,0
2025-02-10,Asia Pacific,Australia,Mid-Market,Traffic,Spark Ads,252.84,39162,817,40,1593.61,0.02086,0.04896,0.31,6.46,6.32,6.303,0.0,1,0
2025-02-10,Asia Pacific,Australia,SMB,App Installs,App Promotion,202.37,20164,239,10,317.7,0.01185,0.04184,0.85,10.04,20.24,1.57,0.0,1,0
2025-02-10,Asia Pacific,Australia,SMB,Catalog Sales,Catalog Ads,240.87,21340,318,22,899.32,0.0149,0.06918,0.76,11.29,10.95,3.734,0.0,1,0
2025-02-10,Asia Pacific,Australia,SMB,Catalog Sales,Spark Ads,166.55,17223,272,16,928.47,0.01579,0.05882,0.61,9.67,10.41,5.575,1.0,1,1
2025-02-10,Asia Pacific,Australia,SMB,Conversions,Smart Performance Campaign,376.32,32357,431,39,2113.58,0.01332,0.09049,0.87,11.63,9.65,5.616,0.5,2,1
2025-02-10,Asia Pacific,Australia,SMB,Conversions,Spark Ads,230.71,21135,250,13,613.68,0.01183,0.052,0.92,10.92,17.75,2.66,1.0,1,1
2025-02-10,Asia Pacific,Australia,SMB,Lead Generation,Lead Gen Forms,325.47,38507,533,36,1400.08,0.01384,0.06754,0.61,8.45,9.04,4.302,0.0,2,0
2025-02-10,Asia Pacific,Australia,SMB,Traffic,Smart Performance Campaign,143.24,20051,370,18,499.32,0.01845,0.04865,0.39,7.14,7.96,3.486,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Agency,App Installs,App Promotion,1165.15,133976,1362,67,2736.95,0.01017,0.04919,0.86,8.7,17.39,2.349,0.5,2,1
2025-02-10,Asia Pacific,Indonesia,Agency,Catalog Sales,Smart Performance Campaign,1416.22,126001,1477,153,7922.57,0.01172,0.10359,0.96,11.24,9.26,5.594,0.5,2,1
2025-02-10,Asia Pacific,Indonesia,Agency,Conversions,Catalog Ads,608.1,46973,580,48,2312.05,0.01235,0.08276,1.05,12.95,12.67,3.802,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Agency,Lead Generation,Lead Gen Forms,641.79,77262,932,75,2847.49,0.01206,0.08047,0.69,8.31,8.56,4.437,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Agency,Traffic,App Promotion,373.82,58398,1064,45,1792.86,0.01822,0.04229,0.35,6.4,8.31,4.796,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Agency,Traffic,Spark Ads,618.79,77539,1306,47,1622.03,0.01684,0.03599,0.47,7.98,13.17,2.621,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Enterprise,App Installs,App Promotion,728.69,93130,900,39,1885.19,0.00966,0.04333,0.81,7.82,18.68,2.587,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Enterprise,Catalog Sales,Catalog Ads,704.92,66071,938,99,6057.69,0.0142,0.10554,0.75,10.67,7.12,8.593,1.0,1,1
2025-02-10,Asia Pacific,Indonesia,Enterprise,Conversions,Smart Performance Campaign,912.17,69507,822,101,7824.17,0.01183,0.12287,1.11,13.12,9.03,8.578,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Enterprise,Traffic,App Promotion,658.51,91114,1441,48,2175.97,0.01582,0.03331,0.46,7.23,13.72,3.304,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,Catalog Ads,883.41,84959,1218,85,4363.3,0.01434,0.06979,0.73,10.4,10.39,4.939,0.5,2,1
2025-02-10,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,Smart Performance Campaign,350.25,33825,426,41,2013.33,0.01259,0.09624,0.82,10.35,8.54,5.748,1.0,1,1
2025-02-10,Asia Pacific,Indonesia,Mid-Market,Conversions,Catalog Ads,708.49,59743,733,59,3427.09,0.01227,0.08049,0.97,11.86,12.01,4.837,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Mid-Market,Conversions,Spark Ads,513.76,47075,651,53,2746.6,0.01383,0.08141,0.79,10.91,9.69,5.346,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,Mid-Market,Lead Generation,Spark Ads,376.52,41640,653,42,1427.17,0.01568,0.06432,0.58,9.04,8.96,3.79,1.0,1,1
2025-02-10,Asia Pacific,Indonesia,Mid-Market,Traffic,Smart Performance Campaign,639.1,87451,1463,70,2442.45,0.01673,0.04785,0.44,7.31,9.13,3.822,0.5,2,1
2025-02-10,Asia Pacific,Indonesia,SMB,App Installs,Spark Ads,178.38,21217,246,8,223.19,0.01159,0.03252,0.73,8.41,22.3,1.251,1.0,1,1
2025-02-10,Asia Pacific,Indonesia,SMB,Conversions,Catalog Ads,390.03,30646,398,28,1339.43,0.01299,0.07035,0.98,12.73,13.93,3.434,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,SMB,Conversions,Smart Performance Campaign,347.83,29232,270,20,834.82,0.00924,0.07407,1.29,11.9,17.39,2.4,0.0,1,0
2025-02-10,Asia Pacific,Indonesia,SMB,Lead Generation,Spark Ads,241.74,29498,452,20,624.01,0.01532,0.04425,0.53,8.2,12.09,2.581,0.0,1,0
2025-02-10,Asia Pacific,Japan,Agency,App Installs,App Promotion,518.24,66506,784,45,2050.31,0.01179,0.0574,0.66,7.79,11.52,3.956,0.0,1,0
2025-02-10,Asia Pacific,Japan,Agency,App Installs,Spark Ads,585.4,56509,903,66,3586.83,0.01598,0.07309,0.65,10.36,8.87,6.127,1.0,1,1
2025-02-10,Asia Pacific,Japan,Agency,Catalog Sales,Spark Ads,381.65,40872,799,78,5018.24,0.01955,0.09762,0.48,9.34,4.89,13.149,1.0,1,1
2025-02-10,Asia Pacific,Japan,Agency,Conversions,Smart Performance Campaign,790.86,60593,663,74,5374.68,0.01094,0.11161,1.19,13.05,10.69,6.796,0.0,1,0
2025-02-10,Asia Pacific,Japan,Agency,Conversions,Spark Ads,1477.76,133982,1936,195,12516.89,0.01445,0.10072,0.76,11.03,7.58,8.47,0.5,2,1
2025-02-10,Asia Pacific,Japan,Agency,Lead Generation,Spark Ads,373.73,42097,701,67,3129.73,0.01665,0.09558,0.53,8.88,5.58,8.374,1.0,1,1
2025-02-10,Asia Pacific,Japan,Enterprise,App Installs,App Promotion,614.07,63888,783,53,3116.97,0.01226,0.06769,0.78,9.61,11.59,5.076,1.0,1,1
2025-02-10,Asia Pacific,Japan,Mid-Market,Conversions,Catalog Ads,461.84,45295,543,48,2694.89,0.01199,0.0884,0.85,10.2,9.62,5.835,0.0,1,0
2025-02-10,Asia Pacific,Japan,SMB,App Installs,App Promotion,187.48,20389,261,10,309.64,0.0128,0.03831,0.72,9.2,18.75,1.652,0.0,1,0
2025-02-10,Asia Pacific,Japan,SMB,App Installs,Smart Performance Campaign,266.34,26029,376,23,835.73,0.01445,0.06117,0.71,10.23,11.58,3.138,1.0,1,1
2025-02-10,Asia Pacific,Japan,SMB,App Installs,Spark Ads,312.76,32941,433,17,568.92,0.01314,0.03926,0.72,9.49,18.4,1.819,1.0,1,1
2025-02-10,Asia Pacific,Japan,SMB,Catalog Sales,Spark Ads,166.15,17285,277,17,905.94,0.01603,0.06137,0.6,9.61,9.77,5.453,0.0,1,0
2025-02-10,Asia Pacific,Japan,SMB,Conversions,Spark Ads,268.99,28295,433,32,1686.66,0.0153,0.0739,0.62,9.51,8.41,6.27,1.0,1,1
2025-02-10,Asia Pacific,Japan,SMB,Lead Generation,Smart Performance Campaign,246.04,29683,439,34,1234.59,0.01479,0.07745,0.56,8.29,7.24,5.018,0.0,1,0
2025-02-10,Asia Pacific,South Korea,Agency,Catalog Sales,Spark Ads,582.98,60862,959,91,6495.02,0.01576,0.09489,0.61,9.58,6.41,11.141,1.0,1,1
2025-02-10,Asia Pacific,South Korea,Agency,Conversions,Catalog Ads,978.82,95139,1420,160,11028.93,0.01493,0.11268,0.69,10.29,6.12,11.268,1.0,2,2
2025-02-10,Asia Pacific,South Korea,Agency,Conversions,Spark Ads,452.68,47858,768,79,5057.93,0.01605,0.10286,0.59,9.46,5.73,11.173,1.0,1,1
2025-02-10,Asia Pacific,South Korea,Enterprise,Catalog Sales,Spark Ads,484.72,55971,829,93,9038.05,0.01481,0.11218,0.58,8.66,5.21,18.646,1.0,1,1
2025-02-10,Asia Pacific,South Korea,Enterprise,Conversions,Catalog Ads,1011.77,80976,1154,150,13786.43,0.01425,0.12998,0.88,12.49,6.75,13.626,1.0,1,1
2025-02-10,Asia Pacific,South Korea,Enterprise,Conversions,Smart Performance Campaign,905.67,82380,883,130,8926.47,0.01072,0.14723,1.03,10.99,6.97,9.856,1.0,1,1
2025-02-10,Asia Pacific,South Korea,Mid-Market,Conversions,Spark Ads,479.21,39437,464,43,2457.57,0.01177,0.09267,1.03,12.15,11.14,5.128,1.0,1,1
2025-02-10,Asia Pacific,South Korea,Mid-Market,Traffic,App Promotion,204.48,28611,486,18,594.2,0.01699,0.03704,0.42,7.15,11.36,2.906,0.0,1,0
2025-02-10,Asia Pacific,South Korea,SMB,App Installs,App Promotion,285.37,29196,331,12,445.64,0.01134,0.03625,0.86,9.77,23.78,1.562,0.0,1,0
2025-02-10,Asia Pacific,South Korea,SMB,App Installs,Spark Ads,188.54,21110,297,10,319.0,0.01407,0.03367,0.63,8.93,18.85,1.692,1.0,1,1
2025-02-10,Asia Pacific,South Korea,SMB,Catalog Sales,Spark Ads,237.05,23189,383,26,1305.84,0.01652,0.06789,0.62,10.22,9.12,5.509,0.0,1,0
2025-02-10,Asia Pacific,South Korea,SMB,Conversions,Spark Ads,475.33,46495,611,42,1979.01,0.01314,0.06874,0.78,10.22,11.32,4.163,0.0,2,0
2025-02-10,Asia Pacific,South Korea,SMB,Lead Generation,Spark Ads,156.9,17419,296,20,758.91,0.01699,0.06757,0.53,9.01,7.85,4.837,0.0,1,0
2025-02-10,Europe,France,Agency,App Installs,Spark Ads,532.0,53533,665,37,1698.2,0.01242,0.05564,0.8,9.94,14.38,3.192,1.0,1,1
2025-02-10,Europe,France,Agency,Conversions,Smart Performance Campaign,499.38,39627,554,46,3276.33,0.01398,0.08303,0.9,12.6,10.86,6.561,1.0,1,1
2025-02-10,Europe,France,Agency,Conversions,Spark Ads,566.46,57863,811,75,5067.27,0.01402,0.09248,0.7,9.79,7.55,8.946,0.0,1,0
2025-02-10,Europe,France,Agency,Lead Generation,Lead Gen Forms,456.77,50706,776,84,4314.67,0.0153,0.10825,0.59,9.01,5.44,9.446,1.0,1,1
2025-02-10,Europe,France,Enterprise,Lead Generation,Lead Gen Forms,993.0,128765,1445,166,8046.81,0.01122,0.11488,0.69,7.71,5.98,8.104,1.0,2,2
2025-02-10,Europe,France,Enterprise,Lead Generation,Spark Ads,482.76,55417,789,78,3700.82,0.01424,0.09886,0.61,8.71,6.19,7.666,1.0,1,1
2025-02-10,Europe,France,Enterprise,Traffic,Spark Ads,519.6,59885,1014,46,1697.69,0.01693,0.04536,0.51,8.68,11.3,3.267,0.0,1,0
2025-02-10,Europe,France,Mid-Market,Catalog Sales,Catalog Ads,280.64,31454,388,37,2125.84,0.01234,0.09536,0.72,8.92,7.58,7.575,1.0,1,1
2025-02-10,Europe,France,Mid-Market,Catalog Sales,Spark Ads,326.56,31684,470,39,2414.32,0.01483,0.08298,0.69,10.31,8.37,7.393,1.0,1,1
2025-02-10,Europe,France,Mid-Market,Conversions,Spark Ads,312.83,27991,345,31,1933.42,0.01233,0.08986,0.91,11.18,10.09,6.18,1.0,1,1
2025-02-10,Europe,France,Mid-Market,Traffic,App Promotion,337.69,42377,786,29,1042.78,0.01855,0.0369,0.43,7.97,11.64,3.088,0.0,1,0
2025-02-10,Europe,France,SMB,Conversions,Smart Performance Campaign,570.01,50688,519,40,1663.36,0.01024,0.07707,1.1,11.25,14.25,2.918,0.5,2,1
2025-02-10,Europe,France,SMB,Traffic,Smart Performance Campaign,194.0,22991,401,11,336.22,0.01744,0.02743,0.48,8.44,17.64,1.733,0.0,1,0
2025-02-10,Europe,Germany,Enterprise,Traffic,Spark Ads,578.23,68372,1162,53,2663.06,0.017,0.04561,0.5,8.46,10.91,4.606,1.0,1,1
2025-02-10,Europe,Germany,Mid-Market,App Installs,App Promotion,347.89,34741,458,20,862.98,0.01318,0.04367,0.76,10.01,17.39,2.481,1.0,1,1
2025-02-10,Europe,Germany,Mid-Market,Lead Generation,Smart Performance Campaign,289.37,31988,407,39,1600.12,0.01272,0.09582,0.71,9.05,7.42,5.53,0.0,1,0
2025-02-10,Europe,Germany,SMB,App Installs,App Promotion,160.45,19400,253,11,314.25,0.01304,0.04348,0.63,8.27,14.59,1.959,1.0,1,1
2025-02-10,Europe,Germany,SMB,Catalog Sales,Spark Ads,281.71,26660,453,32,1463.36,0.01699,0.07064,0.62,10.57,8.8,5.195,0.0,1,0
2025-02-10,Europe,United Kingdom,Agency,Conversions,Spark Ads,1092.82,105557,1632,161,11115.03,0.01546,0.09865,0.67,10.35,6.79,10.171,1.0,2,2
2025-02-10,Europe,United Kingdom,Agency,Lead Generation,Lead Gen Forms,787.07,95257,1440,137,7354.16,0.01512,0.09514,0.55,8.26,5.75,9.344,0.5,2,1
2025-02-10,Europe,United Kingdom,Agency,Traffic,Spark Ads,361.37,42155,906,37,1625.47,0.02149,0.04084,0.4,8.57,9.77,4.498,1.0,1,1
2025-02-10,Europe,United Kingdom,Enterprise,App Installs,App Promotion,1154.83,136725,1523,100,5918.98,0.01114,0.06566,0.76,8.45,11.55,5.125,0.5,2,1
2025-02-10,Europe,United Kingdom,Enterprise,App Installs,Spark Ads,837.37,76865,1266,97,4511.11,0.01647,0.07662,0.66,10.89,8.63,5.387,0.0,1,0
2025-02-10,Europe,United Kingdom,Mid-Market,App Installs,Spark Ads,466.95,44408,566,33,1620.65,0.01275,0.0583,0.82,10.51,14.15,3.471,0.0,1,0
